interior,ttr,servicios,materiales,monto,zona,bu
0,1.58,1,4,8.844999999999999,9,BUC
0,0.79,1,2,6.7299999999999995,15,BUC
0,2.38,1,6,153.74,4,BUC
0,0.63,1,5,6.72,12,ONE NETWORK
0,2.43,1,130,406.386,11,BUC
0,1.22,1,8,19.32,17,BUC
0,1.99,1,98,16.9,4,BUC
0,1.69,1,5,12.26,15,BUC
0,2.46,1,85,22.06,6,BUC
0,2.2,14,197,696.78,1,CORE
0,1.17,1,88,417.088,14,BUC
0,1.33,1,3,8.82,3,BUC
0,2.83,1,2,2.46,6,TIGO STAR
0,2.43,1,264,37.730000000000004,6,BUC
0,2.18,1,1,3.03,9,BUC
0,1.31,1,11,9.02,13,BUC
0,0.92,1,6,12.03,7,BUC
0,1.29,1,9,10.02,6,BUC
0,1.69,1,8,6.72,6,BUC
0,1.63,1,7,4.03,10,ONE NETWORK
0,1.63,1,8,3.71,17,BUC
0,1.67,1,199,480.66,3,BUC
0,2.34,14,450,1084.422,16,CORE
0,1.65,1,3,8.82,11,BUC
0,5.5,1,62,21.56,15,BUC
0,1.22,2,108,517.7,8,TIGO STAR
0,3.43,3,2,165.44,8,CORE
0,2.19,1,82,69.60000000000001,18,BUC
0,1.27,1,1,2.8299999999999996,12,BUC
0,2.9,1,9,170.88,6,BUC
0,2.14,1,99,22.19,8,BUC
0,1.31,1,15,13.67,10,BUC
0,2.53,1,95,31.085,14,BUC
0,1.23,1,8,17.53,16,BUC
0,3.53,1,86,46.352,12,BUC
0,7.66,1,254,54.730000000000004,15,BUC
0,1.19,1,10,12.36,3,BUC
0,2.33,1,292,23.490000000000002,9,BUC
0,1.44,1,5,4.45,16,BUC
0,1.12,1,1,3.03,9,BUC
0,3.35,1,11,6.819999999999999,10,BUC
0,2.19,1,139,244.234,15,TIGO STAR
0,1.68,1,1,2.8299999999999996,9,CORE
0,2.21,1,100,27.66,11,BUC
0,2.59,1,32,174.995,9,BUC
0,2.31,1,3,21.8,11,BUC
0,1.71,1,103,78.234,4,BUC
0,1.76,1,6,7.75,13,BUC
0,1.52,1,5,3.38,8,BUC
0,1.29,1,8,11.65,1,BUC
0,0.96,1,12,8.13,9,BUC
0,0.71,1,3,8.82,7,BUC
0,1.65,1,61,38.32,1,BUC
0,1.11,1,162,110.182,7,CORE
0,2.09,1,160,484.7,7,TIGO STAR
0,1.06,1,12,6.89,15,BUC
0,2.84,1,70,33.656,11,BUC
0,1.43,1,12,16.89,3,BUC
0,1.37,1,3,3.4699999999999998,1,BUC
0,3.25,1,115,76.132,15,BUC
0,0.66,1,5,3.1,10,BUC
0,0.97,1,7,3.15,5,BUC
0,2.63,1,88,60.225,17,BUC
0,1.6,1,91,15.65,15,BUC
0,1.95,1,5,4.71,10,BUC
0,3.49,2,3,181.13,25,CORE
0,1.02,1,1,8.77,12,BUC
0,1.57,1,17,5.470000000000001,12,BUC
0,1.18,1,9,3.5,10,BUC
0,1.77,1,6,14.139999999999999,1,BUC
0,1.9,1,66,130.13,11,BUC
0,2.94,7,137,271.024,14,BUC
0,3.37,1,2,3.67,10,BUC
0,1.59,1,62,25.759999999999998,1,BUC
0,1.99,1,53,12.32,11,BUC
0,2.57,1,12,12.799999999999999,10,BUC
0,2.35,1,34,2.2,16,BUC
0,0.68,1,12,12.02,11,BUC
0,1.6,1,7,6.919999999999999,2,BUC
0,1.12,1,4,3.4949999999999997,12,BUC
0,1.02,1,19,16.48,7,BUC
0,1.91,1,43,17.68,9,BUC
0,1.53,1,6,12.29,3,BUC
0,1.2,1,44,24.41,9,BUC
0,1.09,1,3,8.82,9,BUC
0,0.68,1,7,4.16,13,BUC
0,1.77,1,75,19.705000000000002,5,BUC
0,2.49,1,93,124.732,13,BUC
0,0.91,1,4,4.92,9,TIGO STAR
0,1.27,1,76,152.2,8,BUC
0,1.31,1,5,3.51,4,BUC
0,1.86,1,12,10.88,17,BUC
0,0.9,1,10,14.02,17,BUC
0,4.18,1,5,174.4,16,TIGO STAR
0,2.47,1,150,24.015,11,BUC
0,1.36,1,5,46.38,1,BUC
0,2.04,1,1,3.4299999999999997,6,BUC
0,1.08,1,123,62.95400000000001,1,BUC
0,1.26,1,8,6.72,12,BUC
0,0.59,1,7,3.4099999999999997,11,BUC
0,1.91,1,166,529.84,9,TIGO STAR
0,2.66,1,57,6.67,10,BUC
0,1.83,1,3,4.41,16,BUC
0,1.2,1,4,6.63,5,BUC
0,0.77,1,1,3.03,11,BUC
0,2.18,1,1,15.69,6,CORE
0,3.62,1,9,43.29,10,BUC
0,1.47,1,9,3.72,11,BUC
0,3.67,1,7,3.4099999999999997,12,BUC
0,4.18,1,25,216.775,10,BUC
0,1.92,1,7,4.499999999999999,11,BUC
0,2.46,1,219,221.06,9,BUC
0,1.55,1,1,3.13,11,BUC
0,0.67,1,5,4.71,1,BUC
0,1.26,1,3,3.7299999999999995,11,BUC
0,1.8,1,8,45.89,7,BUC
0,2.06,1,99,9.91,10,BUC
0,2.68,1,5,4.45,1,BUC
0,2.41,1,206,30.67,5,BUC
0,1.72,1,84,12.985,14,BUC
0,1.62,1,15,5.22,13,BUC
0,2.36,1,89,136.588,13,BUC
0,0.98,1,1,1.23,5,TIGO STAR
0,2.36,1,99,11.860000000000001,9,BUC
0,1.05,1,8,3.18,17,BUC
0,4.21,2,3,181.13,11,CORE
0,4.37,4,136,282.91,18,BUC
0,5.26,15,16,237.93,2,BUC
0,4.55,10,18,447.6,11,BUC
0,1.47,1,91,9.600000000000001,12,BUC
0,1.81,1,63,86.06400000000001,9,BUC
0,1.09,1,1,3.3,9,BUC
0,2.08,1,3,6.68,11,BUC
0,2.79,1,1,4.119999999999999,14,BUC
0,2.42,1,103,11.780000000000001,12,BUC
0,4.08,1,167,162.22,18,TIGO STAR
0,1.91,1,6,186.51,16,CORE
0,1.56,1,8,10.43,17,BUC
0,0.99,1,1,2.8299999999999996,21,BUC
0,3.35,1,50,66.58200000000001,15,BUC
0,1.6,1,4,6.83,15,BUC
0,1.46,1,2,3.5799999999999996,12,BUC
0,1.74,1,4,10.33,17,BUC
0,0.76,1,41,10.370000000000001,1,BUC
0,1.38,2,82,128.484,12,CORE
0,1.51,1,1,3.4299999999999997,13,BUC
0,3.04,1,251,124.89,8,BUC
0,1.82,1,208,49.269999999999996,12,BUC
0,1.62,1,153,110.671,18,BUC
0,2.51,1,40,2.8000000000000003,10,BUC
0,1.67,1,1,1.23,18,BUC
0,0.73,1,2,6.7299999999999995,14,BUC
0,1.81,1,98,41.48,4,BUC
0,2.04,1,111,102.996,18,BUC
0,2.27,1,1,2.8299999999999996,8,BUC
0,1.84,1,6,35.129999999999995,3,BUC
0,1.3,1,134,145.054,4,BUC
0,1.5,1,11,40.699999999999996,11,BUC
0,4.71,2,209,443.56,8,TIGO STAR
0,1.32,1,7,6.905,4,BUC
0,2.46,8,5,191.21,18,CORE
0,3.27,2,21,101,6,TIGO STAR
0,3.07,1,1,6.38,18,BUC
0,2.15,1,5,5.530000000000001,7,BUC
0,2.11,1,94,44.92400000000001,7,BUC
0,2.43,1,1,3.65,13,BUC
0,3.62,1,3,3.95,7,BUC
0,1.31,1,3,3.95,7,BUC
0,2.75,1,47,40.96,9,BUC
0,1.19,1,10,40.199999999999996,13,BUC
0,1.17,1,8,38.184999999999995,9,BUC
0,0.96,1,50,41.46,17,BUC
0,1.31,1,1,2.8299999999999996,4,BUC
0,2.71,1,88,43.508,18,BUC
0,1.11,1,92,43.839999999999996,15,BUC
0,3.01,1,257,759.9300000000001,16,CORE
0,1.63,1,17,15.24,16,BUC
0,4.37,1,1,39,16,CORE
0,1.82,1,107,94.38000000000001,7,BUC
0,1.01,1,53,6.315,16,BUC
0,3.15,1,9,7.790000000000001,9,BUC
0,3.05,1,1,6.38,8,BUC
0,0.75,1,1,3.03,9,BUC
0,0.6,1,1,4.37,5,BUC
0,1.07,6,2,13.700000000000001,9,BUC
0,2.38,1,106,134.36,17,BUC
0,0.87,1,3,3.7299999999999995,9,BUC
0,0.72,1,1,2.7600000000000002,4,BUC
0,2.43,1,329,643.36,16,CORE
0,2.11,1,40,2.575,5,BUC
0,2,1,50,6.68,10,BUC
0,2.29,1,233,115.006,16,TIGO STAR
0,4.58,1,151,112.43,4,CORE
0,2.49,1,96,10.24,14,BUC
0,5.36,1,167,170.204,1,CORE
0,12.68,1,9,15.39,18,CORE
0,2.08,1,1,3.65,18,BUC
0,2,1,5,5.8,6,BUC
0,1.64,1,3,41.46,6,BUC
0,1.54,1,1,7.8,21,CORE
0,2.5,1,110,56.67400000000001,7,BUC
0,2.77,1,56,22.65,1,BUC
0,1.76,1,1,3.4299999999999997,12,BUC
0,1.41,1,27,4.58,5,BUC
0,1.1,1,201,19.64,3,BUC
0,2.08,1,1,3.4299999999999997,12,BUC
0,2.99,1,3,20.71,18,BUC
0,2.71,1,2,0.54,14,BUC
0,0.68,1,3,3.34,13,BUC
0,2.19,1,6,7.13,7,BUC
0,3.1,1,108,127.164,11,CORE
0,2.21,1,4,93.9,5,BUC
0,1.87,1,118,72.38,3,BUC
0,2.09,1,3,3.7299999999999995,17,BUC
0,2.68,1,88,124.04599999999999,1,BUC
0,1.39,1,1,3.13,4,BUC
0,0.97,1,4,3.6399999999999997,4,BUC
0,2.33,1,1,4.37,6,BUC
0,2.15,1,2,6.7299999999999995,14,BUC
0,1.28,1,5,17.4,14,BUC
0,0.62,1,1,2.7600000000000002,1,BUC
0,2.79,1,130,60.32,12,CORE
0,1.47,1,1,6.38,9,BUC
0,1.7,1,7,9.07,1,BUC
0,1.4,1,3,4.67,9,BUC
0,3.8,1,3,3.33,13,BUC
0,2.4,11,2,2.46,13,BUC
0,5.09,1,7,34.510000000000005,12,CORE
0,0.67,4,2,2.46,13,CORE
0,2.76,1,128,120.666,7,BUC
0,2.21,1,54,8.15,1,BUC
0,2.3,1,166,23.740000000000002,1,BUC
0,1.62,2,16,3.7299999999999995,18,BUC
0,2.42,1,3,4.67,2,BUC
0,2.95,1,154,116.73,8,BUC
0,2.56,1,213,170.43,16,TIGO STAR
0,1.52,1,66,26.58,14,BUC
0,2.11,1,46,3.6000000000000005,3,BUC
0,0.63,1,57,3.72,11,BUC
0,4.49,3,294,904.65,16,CORE
0,1.52,1,101,11.46,4,BUC
0,1.19,2,73,4.93,12,BUC
0,0.8,1,11,3.24,10,BUC
0,2.68,1,62,26.740000000000002,10,BUC
0,1.58,1,1,4.37,12,BUC
0,1.25,1,11,17.79,12,BUC
0,6.39,2,7,6.76,4,BUC
0,2.43,1,128,11.750000000000002,16,BUC
0,1.33,1,3,3.4299999999999997,7,BUC
0,1.79,2,210,14.250000000000002,12,CORE
0,3.31,1,1,3.4299999999999997,4,BUC
0,1.81,1,17,5.29,17,BUC
0,3,1,1,2.7600000000000002,5,BUC
0,2.56,1,200,17.14,13,BUC
0,3.25,2,3,181.13,17,CORE
0,1.25,1,1,3.3,16,TIGO STAR
0,0.75,1,10,8.1,1,BUC
0,2.08,1,101,99.362,8,BUC
0,2.37,1,85,228.35000000000002,7,TIGO STAR
0,8.07,6,18,64.32000000000001,8,TIGO STAR
0,3.44,1,73,12.690000000000001,9,BUC
0,1.77,1,14,204.43,17,CORE
0,2.94,1,1,3.3,13,BUC
0,2.66,1,10,14.37,13,BUC
0,3.38,1,11,5.220000000000001,13,BUC
0,2.14,2,1,3.4299999999999997,13,BUC
0,3.97,1,140,179.744,8,BUC
0,2.62,1,60,4.2,10,BUC
0,3.55,1,96,124.68,9,BUC
0,3.74,1,5,4.029999999999999,4,BUC
0,4.11,1,36,2.72,5,BUC
0,3.88,1,5,3.9899999999999998,10,BUC
0,1.77,1,11,3.6100000000000003,10,BUC
0,1.61,1,3,3.34,2,BUC
0,1.79,1,6,15.229999999999999,10,BUC
0,1.13,1,9,4.33,4,BUC
0,1.56,1,195,28.78,21,BUC
0,2.94,1,1,6.38,18,BUC
0,3.63,1,49,4.010000000000001,12,BUC
0,3.23,1,1,6.38,18,BUC
0,2.45,1,84,53.27,12,ONE NETWORK
0,5.03,1,10,3.4699999999999998,10,BUC
0,1.59,1,4,7.2299999999999995,15,BUC
0,1.44,2,6,12.17,3,BUC
0,1.14,1,7,4.03,14,BUC
0,1.39,1,5,4.71,10,BUC
0,3.6,1,119,147.358,9,CORE
0,1.6,1,12,5.359999999999999,18,BUC
0,2.65,2,366,1339.8400000000001,12,CORE
0,3.3,1,6,22.57,11,BUC
0,1.12,1,2,2.46,16,TIGO STAR
0,2.76,1,67,111.224,3,BUC
0,1.48,1,7,3.4099999999999997,13,BUC
0,3.13,1,161,155.79000000000002,1,BUC
0,2.05,1,12,8.39,5,BUC
0,2.43,1,15,46.62,6,TIGO STAR
0,2.77,2,26,266.37,9,BUC
0,3.46,1,140,141.946,4,ONE NETWORK
0,1.31,1,109,90.062,9,BUC
0,0.92,1,50,7.8,1,BUC
0,1.38,1,1,6.38,3,BUC
0,1.87,1,51,100.154,7,BUC
0,1.76,1,118,134.964,17,BUC
0,0.84,1,8,14.19,15,BUC
0,3.03,1,132,138.32,12,BUC
0,5.1,9,25,454.57000000000005,10,TIGO STAR
0,2.83,1,60,91.92,10,BUC
0,0.65,1,1,3.4299999999999997,7,BUC
0,3.22,1,29,5.16,11,BUC
0,1.3,1,1,3.13,18,BUC
0,1.62,1,6,14.28,1,BUC
0,1.33,1,7,3.42,7,BUC
0,3.74,14,238,1045.1,21,CORE
0,5.64,1,156,17.880000000000003,12,BUC
0,1.05,1,49,6.36,10,BUC
0,5.08,14,365,893.7,19,TIGO STAR
0,1.43,1,8,6.72,4,BUC
0,3.86,1,147,134.012,18,BUC
0,2.48,1,105,89.23400000000001,18,BUC
0,1.52,1,10,7.02,15,BUC
0,1.35,1,14,8.82,11,BUC
0,2.17,1,70,4.9,4,BUC
0,2.28,1,53,3.7100000000000004,12,BUC
0,1.18,1,28,5.22,9,BUC
0,2.49,1,109,23.52,1,BUC
0,1.16,1,4,6.369999999999999,4,BUC
0,3.59,1,11,23.96,9,BUC
0,2.66,1,11,3.75,12,BUC
0,2.22,1,130,14.780000000000001,6,BUC
0,2.85,2,1,4.930000000000001,12,ONE NETWORK
0,1.73,1,53,6.58,4,BUC
0,2.55,1,297,372.65000000000003,16,TIGO STAR
0,1.52,1,61,110.806,13,BUC
0,1.89,1,30,2.1,14,BUC
0,2.2,1,53,6.57,1,BUC
0,2.59,1,138,144.75400000000002,11,BUC
0,1.3,1,12,4.17,14,BUC
0,2.5,1,4,6.38,4,BUC
0,2.12,1,11,10.32,18,BUC
0,2.83,2,1,3.65,12,BUC
0,2.89,1,126,14.06,2,BUC
0,3.22,1,14,9.94,9,BUC
0,1.2,1,12,7.2299999999999995,3,BUC
0,0.74,1,68,7.28,1,BUC
0,1.61,1,108,72.768,2,BUC
0,3.97,1,2,6.6,7,BUC
0,1.31,1,2,2.46,4,BUC
0,2.18,1,7,4.75,9,BUC
0,2.11,1,7,4.49,10,BUC
0,2.23,6,110,148.81,15,CORE
0,2,4,37,684.13,25,CORE
0,2.05,1,12,4.17,4,BUC
0,2.79,1,172,34.055,3,BUC
0,3.41,1,76,116.932,18,BUC
0,3.72,1,5,6.72,10,BUC
0,3.08,1,7,3.14,11,BUC
0,4.77,1,7,69.24000000000001,17,TIGO STAR
0,1.82,1,13,4.87,9,BUC
0,1.13,1,1,3.03,17,BUC
0,1.78,1,1,8.77,15,BUC
0,1.74,1,4,11.84,9,BUC
0,1.87,1,15,12.73,17,BUC
0,4.54,1,5,3.4699999999999998,10,BUC
0,2.76,1,7,7.7700000000000005,7,BUC
0,1.39,1,7,6.6899999999999995,8,BUC
0,1.23,1,9,6.4799999999999995,12,BUC
0,1.23,1,1,3.3,13,BUC
0,3.51,1,7,5.859999999999999,6,BUC
0,3.92,1,54,116.616,13,BUC
0,5.09,2,78,287.24362,12,CORE
0,1.61,1,4,4.92,18,BUC
0,2.95,1,3,8.82,12,BUC
0,1.91,5,99,124.336,8,CORE
0,7.07,1,1,3.03,12,BUC
0,1.56,1,9,3.72,10,BUC
0,2.33,1,338,28.780000000000005,12,BUC
0,2.09,1,7,50.16,13,BUC
0,5.7,1,5,212.51,25,CORE
0,2.76,1,10,213.85999999999999,18,CORE
0,2.51,1,9,6.2299999999999995,12,BUC
0,3.64,1,3,8.82,16,BUC
0,2.29,1,12,57.17,1,BUC
0,1.39,1,70,18.715,12,BUC
0,1.68,1,57,18.68,12,BUC
0,3.82,1,6,17.64,13,BUC
0,2.53,1,1,3.3,5,BUC
0,1.85,1,1,3.3,12,BUC
0,1.13,1,13,12.055,14,BUC
0,1.3,1,1,3.4299999999999997,13,BUC
0,2.51,1,9,16.55,18,BUC
0,2.12,1,1,2.8299999999999996,12,BUC
0,4.47,1,16,26.54,15,BUC
0,4.49,1,116,25.25,11,BUC
0,4.28,5,164,337.23,5,TIGO STAR
0,3.04,2,193,467.69,17,TIGO STAR
0,3.74,1,3,8.82,15,BUC
0,1.78,1,1,4.37,11,BUC
0,3.75,1,107,90.57000000000001,18,BUC
0,2.41,1,190,176.26000000000002,5,CORE
0,2.22,1,1,7.05,10,ONE NETWORK
0,3.11,1,13,247.43,16,TIGO STAR
0,4.52,1,63,16.25,7,BUC
0,3.16,1,1,8.77,12,BUC
0,1.43,1,79,25.65,5,BUC
0,0.74,1,10,6.22,2,BUC
0,3.75,1,107,99.956,16,TIGO STAR
0,1.65,1,47,23.34,5,BUC
0,1.64,1,3,15.11,1,BUC
0,1.92,1,3,10.03,12,BUC
0,1.16,1,104,7.1000000000000005,21,BUC
0,5.07,1,91,84.076,18,BUC
0,3.2,2,182,367.8,11,TIGO STAR
0,2.52,1,49,24.15,13,BUC
0,3.41,2,217,377.70000000000005,11,TIGO STAR
0,1.7,1,79,20.27,13,BUC
0,1.72,2,1,3.3,14,BUC
0,0.78,1,1,3.3,3,BUC
0,2.64,1,156,115.7,21,BUC
0,1.75,1,111,93.104,15,CORE
0,2,3,1,1.23,13,TIGO STAR
0,1.34,1,5,6.779999999999999,13,BUC
0,1.93,1,7,3.42,9,BUC
0,4.21,1,230,166.60999999999999,18,TIGO STAR
0,1.58,1,6,8.895,9,BUC
0,1.63,1,1,8.77,12,BUC
0,1.59,1,11,12.149999999999999,13,BUC
0,3.29,1,51,23.759999999999998,11,BUC
0,1.77,1,1,3.3,1,BUC
0,2.47,1,86,511.96000000000004,16,BUC
0,3.11,1,146,169.852,15,TIGO STAR
0,2.98,1,79,78.256,15,BUC
0,1.17,1,112,93.568,15,BUC
0,2.46,2,14,64.25,17,TIGO STAR
0,2.95,2,271,181.436,16,TIGO STAR
0,4.15,1,84,131.118,9,CORE
0,2.1,1,3,6.55,17,BUC
0,4.01,1,115,133.96,4,BUC
0,2.75,1,114,65.852,12,BUC
0,3.72,1,157,87.33600000000001,12,BUC
0,1.22,1,69,44.269999999999996,12,BUC
0,3.92,1,115,235.13,1,TIGO STAR
0,1.42,1,17,16.57,9,BUC
0,1.44,1,96,119.672,5,BUC
0,3.33,1,6,0.38000000000000006,10,BUC
0,1.62,1,11,44.3,7,BUC
0,1.77,1,1,8.77,9,BUC
0,13.34,1,117,19.895,9,BUC
0,2.21,1,8,24.61,3,BUC
0,2.2,1,8,12.34,2,BUC
0,3.19,1,14,13.415,17,BUC
0,3.59,1,1,8.77,12,BUC
0,0.65,1,5,8.87,5,BUC
0,1.45,1,5,8.87,17,BUC
0,2.4,1,158,25.53,12,BUC
0,1.91,1,57,15.74,12,BUC
0,2.25,1,7,6.76,10,BUC
0,2.37,1,12,12.69,9,BUC
0,3.79,1,78,31.2,16,BUC
0,0.86,1,1,3.3,5,BUC
0,1.88,1,70,25.66,14,BUC
0,2.62,1,20,427.71999999999997,15,CORE
0,5.7,1,12,168.14,16,CORE
0,5.58,17,5,212.51,11,CORE
0,4.75,1,12,52.65,21,CORE
0,2.77,1,1,8.77,8,BUC
0,2.79,1,99,154.838,17,BUC
0,0.85,1,7,8.92,13,BUC
0,10.5,2,4,55.23,12,BUC
0,4,1,86,115.812,12,BUC
0,1.43,1,55,21.07,14,BUC
0,2.54,1,79,27.07,1,BUC
0,0.93,1,1,3.3,5,BUC
0,3,1,70,73.682,12,ONE NETWORK
0,3.81,3,450,121.83800000000001,8,CORE
0,1.34,1,10,11.99,5,BUC
0,1.6,1,5,8.87,10,BUC
0,4.89,1,7,4.04,11,BUC
0,2.36,1,1,8.77,10,BUC
0,1.91,1,69,16.759999999999998,13,BUC
0,1.77,1,5,2.9099999999999997,12,BUC
0,3.28,1,2,14.510000000000002,10,CORE
0,1.11,1,108,7.11,11,BUC
0,3.24,1,5,1.35,9,BUC
0,3.03,1,11,7.23,11,BUC
0,3.46,1,5,3.51,8,ONE NETWORK
0,2.89,1,7,4.03,13,BUC
0,2.07,1,9,24.18,12,BUC
0,9.59,1,1,2.8299999999999996,18,BUC
0,2.01,1,41,60.772,5,BUC
0,2.5,1,3,41.46,4,BUC
0,1.7,1,1,3.4299999999999997,12,BUC
0,3.03,1,11,8.13,12,BUC
0,1.92,1,9,8.969999999999999,12,BUC
0,2.84,1,63,16.34,12,BUC
0,2.47,1,161,190.108,5,TIGO STAR
0,1.8,1,75,31,12,BUC
0,2.44,2,11,41.7,1,CORE
0,2.33,1,8,7.109999999999999,5,BUC
0,2.17,1,1,3.65,9,BUC
0,1.59,1,9,3.8499999999999996,4,BUC
0,3.83,1,1,2.7600000000000002,5,BUC
0,3.93,1,404,543.61,8,TIGO STAR
0,4.93,1,7,8.92,10,BUC
0,4.34,1,167,266.42,8,TIGO STAR
0,4.6,1,109,134.22,11,BUC
0,1.17,1,1,3.3,10,BUC
0,3.11,1,75,42.784000000000006,12,ONE NETWORK
0,1.63,1,12,5.12,5,BUC
0,3.25,1,2,12.5,13,BUC
0,2.4,1,9,24.18,11,BUC
0,1.66,1,7,7.77,5,BUC
0,1.04,1,7,3.42,15,BUC
0,2.15,4,5,43.92,6,BUC
0,2.18,1,18,12.69,12,BUC
0,2.84,1,126,140.01,12,BUC
0,3.3,1,1,2.8299999999999996,6,BUC
0,2.16,1,6,4.47,10,BUC
0,0.59,1,1,8.77,8,BUC
0,2.87,1,1,4.119999999999999,10,BUC
0,6.08,1,1,3.03,12,BUC
0,2.25,1,7,12.325,5,BUC
0,3.19,1,21,20.99,9,BUC
0,3.8,1,194,96.144,12,BUC
0,4.83,1,6,3.4,15,BUC
0,4.57,1,10,23,12,BUC
0,1.53,2,6,8.895,9,BUC
0,1.53,1,62,24.05,12,BUC
0,1.94,1,113,90.968,16,TIGO STAR
0,5.11,1,10,167.6,3,TIGO STAR
0,2.44,1,1,8.77,10,BUC
0,1.75,1,9,4.279999999999999,12,BUC
0,2.56,1,3,3.69,9,ONE NETWORK
0,1.35,1,1,8.77,12,BUC
0,4.87,2,3,6.49762,12,BUC
0,5.19,1,186,28.91,12,BUC
0,2.31,1,123,137.00400000000002,13,BUC
0,2.14,2,88,119.416,9,BUC
0,3.36,1,11,41.7,8,CORE
0,1.95,1,5,8.87,7,BUC
0,2.51,1,65,19.525,10,BUC
0,2.1,1,75,113.384,8,BUC
0,0.76,1,70,16.83,12,BUC
0,3.07,1,15,14.049999999999999,2,BUC
0,3.54,1,115,19.8,11,BUC
0,2.13,1,14,15.309999999999999,11,BUC
0,3.52,1,85,104.238,15,BUC
0,6.2,6,158,449.90000000000003,14,CORE
0,3.4,1,82,44.6,7,BUC
0,2.41,1,7,40.62,10,BUC
0,1.56,1,1,1.23,9,BUC
0,1.32,1,1,15.69,7,TIGO STAR
0,1.93,1,113,19.84,2,BUC
0,1.01,1,35,17.72,1,BUC
0,1.73,1,12,13.62,10,BUC
0,5.22,2,68,124.228,10,BUC
0,1.11,1,14,12.36,13,BUC
0,2.41,1,12,13.86,14,BUC
0,3.35,1,50,24.925,10,BUC
0,2.73,1,3,3.69,3,BUC
0,1.28,1,6,0.15000000000000002,10,BUC
0,3.61,2,318,578.5600000000001,6,TIGO STAR
0,4.83,12,145,248.55,6,CORE
0,4.96,1,170,115.9,12,BUC
0,3.19,1,1,3.3,6,BUC
0,2.88,1,182,128.304,2,BUC
0,2.19,1,109,100.16000000000001,5,CORE
0,4.17,4,38,824.06,2,TIGO STAR
0,5.22,1,79,72.896,10,BUC
0,3.41,1,6,8.895,10,BUC
0,3.51,1,199,31.28,6,BUC
0,2.27,1,13,12.03,11,BUC
0,3.13,1,1,6.38,18,BUC
0,2.86,1,71,34.595,15,BUC
0,2.06,1,62,21.29,10,BUC
0,2.18,1,7,4.75,11,BUC
0,5.35,1,10,47.69,7,BUC
0,3.01,1,9,15.24,10,BUC
0,1.53,1,5,3.64,15,BUC
0,4.1,1,68,21.8,4,BUC
0,3.29,1,94,21.225,9,BUC
0,1.06,1,13,4.67,10,BUC
0,5.27,1,113,53.760000000000005,13,BUC
0,2.38,1,5,8.87,4,BUC
0,3.25,1,1,3.13,18,BUC
0,3.54,6,259,135.36,14,CORE
0,2.87,1,78,214.038,14,BUC
0,5.31,1,7,3.4099999999999997,14,BUC
0,0.75,1,6,13.8,13,BUC
0,2.02,1,8,17.689999999999998,10,BUC
0,3.39,1,6,2.58,1,BUC
0,2.19,1,5,4.459999999999999,1,BUC
0,3.52,1,7,3.4099999999999997,7,BUC
0,2.27,1,1,8.77,13,BUC
0,2.22,1,5,212.51,15,BUC
0,6.29,1,17,246.59,8,TIGO STAR
0,1.01,1,7,4.75,14,BUC
0,1.93,1,1,8.77,4,BUC
0,1.55,1,14,7.489999999999999,13,BUC
0,4.64,1,52,187.538,3,BUC
0,5.14,1,77,22.34,13,BUC
0,4.37,1,106,485.39,8,CORE
0,3.42,13,23,59.15,13,BUC
0,2.68,1,5,3.9899999999999998,13,BUC
0,2.17,1,2,6.779999999999999,13,BUC
0,1.16,1,13,12.049999999999999,15,BUC
0,7.54,5,1,15.69,3,CORE
0,2.72,2,12,165.69,3,TIGO STAR
0,1.49,1,3,3.34,14,BUC
0,5.11,1,15,4.050000000000001,14,TIGO STAR
0,3.49,1,66,24.93,13,BUC
0,1.41,1,3,2.8699999999999997,4,BUC
0,9.95,1,14,12.83,13,BUC
0,2.81,1,8,15.79,16,BUC
0,1.21,1,12,13.62,15,BUC
0,2.94,1,2,8.239999999999998,3,CORE
0,5.55,1,18,243.19,6,ONE NETWORK
0,0.83,1,3,3.3499999999999996,1,BUC
0,4.84,1,95,21.37,14,BUC
0,2.03,1,3,3.69,3,TIGO STAR
0,4.32,2,135,154.93800000000002,18,TIGO STAR
0,3.1,1,129,534.45,10,TIGO STAR
0,1.19,1,5,8.87,12,BUC
0,2.39,1,7,4.03,1,BUC
0,1.49,1,7,8.92,12,BUC
0,1.38,1,79,29.04,11,BUC
0,4.78,1,137,82.33200000000001,13,BUC
0,2.04,1,132,228.712,17,BUC
0,4.12,1,60,21.24,13,BUC
0,1.94,1,49,15.135,5,BUC
0,1.82,1,126,103.986,9,BUC
0,1.18,1,10,4.35,1,BUC
0,4.1,1,94,415.00600000000003,13,BUC
0,2.03,1,3,8.82,10,BUC
0,3.99,1,11,437.49,6,CORE
0,4.66,1,6,14.15,3,BUC
0,2.06,1,7,6.725,12,BUC
0,3.24,2,59,59.36,8,TIGO STAR
0,2.15,1,5,3.11,14,BUC
0,1.96,1,11,170.98,8,BUC
0,0.84,1,14,20.849999999999998,14,BUC
0,2.26,1,7,4.03,11,BUC
0,3.11,1,1,39,16,CORE
0,1.23,1,6,11.899999999999999,13,BUC
0,2.72,1,173,262.87,11,BUC
0,2.56,1,5,8.87,10,BUC
0,3.43,1,135,397.502,1,BUC
0,1.13,2,274,850,14,CORE
0,4.08,2,203,99.554,8,TIGO STAR
0,1.92,1,104,24.32,12,BUC
0,1.33,1,6,11.899999999999999,9,BUC
0,1,1,14,11.8,11,BUC
0,1.38,1,5,3.4299999999999997,9,BUC
